source	gene ID	gene name	orthologs
OrthoMCL	DDB_G0273887	dscD-2	M.musculus:ENSMUSP00000032825 | M.musculus:ENSMUSP00000080462 | M.musculus:ENSMUSP00000083204 | M.musculus:ENSMUSP00000033539
InParanoid	DDB_G0275027	DDB_G0275027	M.musculus:ENSMUSP00000076673
OrthoMCL	DDB_G0276625	DDB_G0276625	M.musculus:ENSMUSP00000072027 | M.musculus:ENSMUSP00000097040
InParanoid	DDB_G0276625	DDB_G0276625	M.musculus:ENSMUSP00000072027 | M.musculus:ENSMUSP00000097040
OrthoMCL	DDB_G0271092	H3c	M.musculus:ENSMUSP00000074994 | M.musculus:ENSMUSP00000089295 | M.musculus:ENSMUSP00000089303 | M.musculus:ENSMUSP00000096442 | M.musculus:ENSMUSP00000097295 | M.musculus:ENSMUSP00000100737 | M.musculus:ENSMUSP00000100739 | M.musculus:ENSMUSP00000079816 | M.musculus:ENSMUSP00000102062 | M.musculus:ENSMUSP00000079670 | M.musculus:ENSMUSP00000089293 | M.musculus:ENSMUSP00000089346 | M.musculus:ENSMUSP00000089348
OrthoMCL	DDB_G0270216	DDB_G0270216	M.musculus:ENSMUSP00000060857 | M.musculus:ENSMUSP00000095005 | M.musculus:ENSMUSP00000095007
OrthoMCL	DDB_G0270218	glkA	M.musculus:ENSMUSP00000110398 | M.musculus:ENSMUSP00000071654
OrthoMCL	DDB_G0278679	cyp513F1	M.musculus:ENSMUSP00000015368 | M.musculus:ENSMUSP00000030299 | M.musculus:ENSMUSP00000030303 | M.musculus:ENSMUSP00000030305 | M.musculus:ENSMUSP00000050464 | M.musculus:ENSMUSP00000006094 | M.musculus:ENSMUSP00000014525 | M.musculus:ENSMUSP00000023083 | M.musculus:ENSMUSP00000071064 | M.musculus:ENSMUSP00000072555 | M.musculus:ENSMUSP00000086528 | M.musculus:ENSMUSP00000086530 | M.musculus:ENSMUSP00000105141 | M.musculus:ENSMUSP00000034860 | M.musculus:ENSMUSP00000034865 | M.musculus:ENSMUSP00000005477 | M.musculus:ENSMUSP00000005669 | M.musculus:ENSMUSP00000076578 | M.musculus:ENSMUSP00000077021 | M.musculus:ENSMUSP00000080846 | M.musculus:ENSMUSP00000024894 | M.musculus:ENSMUSP00000003137 | M.musculus:ENSMUSP00000025966 | M.musculus:ENSMUSP00000025968 | M.musculus:ENSMUSP00000025969 | M.musculus:ENSMUSP00000044722 | M.musculus:ENSMUSP00000045362 | M.musculus:ENSMUSP00000048284 | M.musculus:ENSMUSP00000065796 | M.musculus:ENSMUSP00000079065 | M.musculus:ENSMUSP00000084487 | M.musculus:ENSMUSP00000084489 | M.musculus:ENSMUSP00000097071 | M.musculus:ENSMUSP00000026211 | M.musculus:ENSMUSP00000060584 | M.musculus:ENSMUSP00000101944
InParanoid	DDB_G0275621	DDB_G0275621	M.musculus:ENSMUSP00000034096
OrthoMCL	DDB_G0272861	DDB_G0272861	M.musculus:ENSMUSP00000020002
InParanoid	DDB_G0272861	DDB_G0272861	M.musculus:ENSMUSP00000020002
OrthoMCL	DDB_G0272981	pks13	M.musculus:ENSMUSP00000052872
OrthoMCL	DDB_G0270042	ascc3l	M.musculus:ENSMUSP00000036726 | M.musculus:ENSMUSP00000099509
InParanoid	DDB_G0270042	ascc3l	M.musculus:ENSMUSP00000099509
OrthoMCL	DDB_G0275333	DDB_G0275333	M.musculus:ENSMUSP00000019708
InParanoid	DDB_G0275333	DDB_G0275333	M.musculus:ENSMUSP00000106163
OrthoMCL	DDB_G0274129	act12	M.musculus:ENSMUSP00000031564 | M.musculus:ENSMUSP00000034453 | M.musculus:ENSMUSP00000048218 | M.musculus:ENSMUSP00000052086 | M.musculus:ENSMUSP00000074658 | M.musculus:ENSMUSP00000087736 | M.musculus:ENSMUSP00000101823
OrthoMCL	DDB_G0274267	DDB_G0274267	M.musculus:ENSMUSP00000050219
OrthoMCL	DDB_G0272608	stip-1	M.musculus:ENSMUSP00000031288
InParanoid	DDB_G0272608	stip-1	M.musculus:ENSMUSP00000031288
OrthoMCL	DDB_G0273165	DDB_G0273165	M.musculus:ENSMUSP00000101852
InParanoid	DDB_G0273165	DDB_G0273165	M.musculus:ENSMUSP00000101852
OrthoMCL	DDB_G0271264	usp14	M.musculus:ENSMUSP00000062215
InParanoid	DDB_G0271264	usp14	M.musculus:ENSMUSP00000062215
OrthoMCL	DDB_G0271272	DDB_G0271272	M.musculus:ENSMUSP00000044827
InParanoid	DDB_G0271272	DDB_G0271272	M.musculus:ENSMUSP00000044827
OrthoMCL	DDB_G0272320	snrpb	M.musculus:ENSMUSP00000055941 | M.musculus:ENSMUSP00000099488
InParanoid	DDB_G0272320	snrpb	M.musculus:ENSMUSP00000055941 | M.musculus:ENSMUSP00000099488
OrthoMCL	DDB_G0275385	DDB_G0275385	M.musculus:ENSMUSP00000019050 | M.musculus:ENSMUSP00000101106
InParanoid	DDB_G0275385	DDB_G0275385	M.musculus:ENSMUSP00000006853
OrthoMCL	DDB_G0274019	tkt-2	M.musculus:ENSMUSP00000002025 | M.musculus:ENSMUSP00000010127 | M.musculus:ENSMUSP00000022529
InParanoid	DDB_G0274019	tkt-2	M.musculus:ENSMUSP00000002025
OrthoMCL	DDB_G0274025	DDB_G0274025	M.musculus:ENSMUSP00000108526
OrthoMCL	DDB_G0275711	nhe1	M.musculus:ENSMUSP00000033463 | M.musculus:ENSMUSP00000072274 | M.musculus:ENSMUSP00000076922 | M.musculus:ENSMUSP00000044185
InParanoid	DDB_G0275711	nhe1	M.musculus:ENSMUSP00000044185
OrthoMCL	DDB_G0274627	eif3D	M.musculus:ENSMUSP00000098053
InParanoid	DDB_G0274627	eif3D	M.musculus:ENSMUSP00000098053
OrthoMCL	DDB_G0276575	syn16A	M.musculus:ENSMUSP00000091836
InParanoid	DDB_G0276575	syn16A	M.musculus:ENSMUSP00000091836
OrthoMCL	DDB_G0276933	mcfX	M.musculus:ENSMUSP00000019226 | M.musculus:ENSMUSP00000108302
InParanoid	DDB_G0276933	mcfX	M.musculus:ENSMUSP00000108302
OrthoMCL	DDB_G0275717	thoc1	M.musculus:ENSMUSP00000025137
InParanoid	DDB_G0275717	thoc1	M.musculus:ENSMUSP00000025137
InParanoid	DDB_G0275429	syn8A	M.musculus:ENSMUSP00000044877
OrthoMCL	DDB_G0275299	cln5	M.musculus:ENSMUSP00000022721
InParanoid	DDB_G0275299	cln5	M.musculus:ENSMUSP00000022721
OrthoMCL	DDB_G0275843	DDB_G0275843	M.musculus:ENSMUSP00000061501 | M.musculus:ENSMUSP00000101209 | M.musculus:ENSMUSP00000001631
OrthoMCL	DDB_G0272248	act16	M.musculus:ENSMUSP00000031564 | M.musculus:ENSMUSP00000034453 | M.musculus:ENSMUSP00000048218 | M.musculus:ENSMUSP00000052086 | M.musculus:ENSMUSP00000074658 | M.musculus:ENSMUSP00000087736 | M.musculus:ENSMUSP00000101823
OrthoMCL	DDB_G0276899	DDB_G0276899	M.musculus:ENSMUSP00000029908
InParanoid	DDB_G0276899	DDB_G0276899	M.musculus:ENSMUSP00000029908
OrthoMCL	DDB_G0276117	DDB_G0276117	M.musculus:ENSMUSP00000091300
OrthoMCL	DDB_G0276129	cdc123	M.musculus:ENSMUSP00000043033
InParanoid	DDB_G0276129	cdc123	M.musculus:ENSMUSP00000043033
OrthoMCL	DDB_G0272867	argS1	M.musculus:ENSMUSP00000018992 | M.musculus:ENSMUSP00000029968
InParanoid	DDB_G0272867	argS1	M.musculus:ENSMUSP00000029968
OrthoMCL	DDB_G0275305	DDB_G0275305	M.musculus:ENSMUSP00000084454 | M.musculus:ENSMUSP00000098687
InParanoid	DDB_G0275305	DDB_G0275305	M.musculus:ENSMUSP00000084454
OrthoMCL	DDB_G0277049	DDB_G0277049	M.musculus:ENSMUSP00000032461
InParanoid	DDB_G0277049	DDB_G0277049	M.musculus:ENSMUSP00000032461
InParanoid	DDB_G0275889	DDB_G0275889	M.musculus:ENSMUSP00000012580
OrthoMCL	DDB_G0275055	commd7	M.musculus:ENSMUSP00000092015
InParanoid	DDB_G0275055	commd7	M.musculus:ENSMUSP00000092015
OrthoMCL	DDB_G0275241	nek3	M.musculus:ENSMUSP00000057915 | M.musculus:ENSMUSP00000043893
InParanoid	DDB_G0275241	nek3	M.musculus:ENSMUSP00000063001
OrthoMCL	DDB_G0275243	DDB_G0275243	M.musculus:ENSMUSP00000108533
OrthoMCL	DDB_G0272989	vps5	M.musculus:ENSMUSP00000039243 | M.musculus:ENSMUSP00000034946
InParanoid	DDB_G0272989	vps5	M.musculus:ENSMUSP00000039243 | M.musculus:ENSMUSP00000034946
OrthoMCL	DDB_G0272991	exoc7	M.musculus:ENSMUSP00000021147
InParanoid	DDB_G0272991	exoc7	M.musculus:ENSMUSP00000021147
OrthoMCL	DDB_G0277075	DDB_G0277075	M.musculus:ENSMUSP00000032839
InParanoid	DDB_G0277075	DDB_G0277075	M.musculus:ENSMUSP00000032839
OrthoMCL	DDB_G0278969	empC	M.musculus:ENSMUSP00000004508 | M.musculus:ENSMUSP00000004943 | M.musculus:ENSMUSP00000075345
InParanoid	DDB_G0278969	empC	M.musculus:ENSMUSP00000004508
OrthoMCL	DDB_G0275145	DDB_G0275145	M.musculus:ENSMUSP00000026264
OrthoMCL	DDB_G0274687	DDB_G0274687	M.musculus:ENSMUSP00000030206
OrthoMCL	DDB_G0275953	DDB_G0275953	M.musculus:ENSMUSP00000106620 | M.musculus:ENSMUSP00000066715
OrthoMCL	DDB_G0276419	DDB_G0276419	M.musculus:ENSMUSP00000006900
OrthoMCL	DDB_G0275701	vatE	M.musculus:ENSMUSP00000019354 | M.musculus:ENSMUSP00000065285
InParanoid	DDB_G0275701	vatE	M.musculus:ENSMUSP00000019354
OrthoMCL	DDB_G0273355	rexo2-1	M.musculus:ENSMUSP00000034524
InParanoid	DDB_G0273355	rexo2-1	M.musculus:ENSMUSP00000034524
OrthoMCL	DDB_G0275149	DDB_G0275149	M.musculus:ENSMUSP00000043279
OrthoMCL	DDB_G0275687	abcG18	M.musculus:ENSMUSP00000024829 | M.musculus:ENSMUSP00000034648 | M.musculus:ENSMUSP00000031239 | M.musculus:ENSMUSP00000031822 | M.musculus:ENSMUSP00000035246
OrthoMCL	DDB_G0277027	tmem56A	M.musculus:ENSMUSP00000029777
InParanoid	DDB_G0277027	tmem56A	M.musculus:ENSMUSP00000029777
OrthoMCL	DDB_G0278935	rad18	M.musculus:ENSMUSP00000070619
InParanoid	DDB_G0278935	rad18	M.musculus:ENSMUSP00000070619
OrthoMCL	DDB_G0278139	DDB_G0278139	M.musculus:ENSMUSP00000017530
OrthoMCL	DDB_G0274993	bzpJ	M.musculus:ENSMUSP00000100008
InParanoid	DDB_G0274993	bzpJ	M.musculus:ENSMUSP00000029547
OrthoMCL	DDB_G0274995	DDB_G0274995	M.musculus:ENSMUSP00000063883
OrthoMCL	DDB_G0278795	senp8	M.musculus:ENSMUSP00000054509
InParanoid	DDB_G0278795	senp8	M.musculus:ENSMUSP00000054509
OrthoMCL	DDB_G0275733	med26	M.musculus:ENSMUSP00000063883
OrthoMCL	DDB_G0280567	ctps	M.musculus:ENSMUSP00000030381 | M.musculus:ENSMUSP00000107922
InParanoid	DDB_G0280567	ctps	M.musculus:ENSMUSP00000030381
OrthoMCL	DDB_G0278673	maf1	M.musculus:ENSMUSP00000023212
InParanoid	DDB_G0278673	maf1	M.musculus:ENSMUSP00000023212
OrthoMCL	DDB_G0277801	gtpbp5	M.musculus:ENSMUSP00000104529 | M.musculus:ENSMUSP00000111101
InParanoid	DDB_G0277801	gtpbp5	M.musculus:ENSMUSP00000104529
OrthoMCL	DDB_G0280147	ddx47	M.musculus:ENSMUSP00000032326
InParanoid	DDB_G0280147	ddx47	M.musculus:ENSMUSP00000032326
OrthoMCL	DDB_G0280889	DDB_G0280889	M.musculus:ENSMUSP00000062811
InParanoid	DDB_G0280889	DDB_G0280889	M.musculus:ENSMUSP00000062811
OrthoMCL	DDB_G0280893	rbsk	M.musculus:ENSMUSP00000031018
InParanoid	DDB_G0280893	rbsk	M.musculus:ENSMUSP00000031018
OrthoMCL	DDB_G0279481	ccdc94	M.musculus:ENSMUSP00000084082
InParanoid	DDB_G0279481	ccdc94	M.musculus:ENSMUSP00000084082
OrthoMCL	DDB_G0277047	DDB_G0277047	M.musculus:ENSMUSP00000035216 | M.musculus:ENSMUSP00000035328 | M.musculus:ENSMUSP00000086626 | M.musculus:ENSMUSP00000088749 | M.musculus:ENSMUSP00000094452
InParanoid	DDB_G0277047	DDB_G0277047	M.musculus:ENSMUSP00000035328
OrthoMCL	DDB_G0279487	DDB_G0279487	M.musculus:ENSMUSP00000069432
InParanoid	DDB_G0279487	DDB_G0279487	M.musculus:ENSMUSP00000069432
OrthoMCL	DDB_G0279087	med22	M.musculus:ENSMUSP00000015920
InParanoid	DDB_G0279087	med22	M.musculus:ENSMUSP00000015920
OrthoMCL	DDB_G0279821	DDB_G0279821	M.musculus:ENSMUSP00000003946
InParanoid	DDB_G0279821	DDB_G0279821	M.musculus:ENSMUSP00000003946
OrthoMCL	DDB_G0279827	ivdA	M.musculus:ENSMUSP00000028807
InParanoid	DDB_G0279827	ivdA	M.musculus:ENSMUSP00000028807
OrthoMCL	DDB_G0281569	tor	M.musculus:ENSMUSP00000099510
InParanoid	DDB_G0281569	tor	M.musculus:ENSMUSP00000099510
OrthoMCL	DDB_G0277823	alaS	M.musculus:ENSMUSP00000024733 | M.musculus:ENSMUSP00000034441
InParanoid	DDB_G0277823	alaS	M.musculus:ENSMUSP00000034441
OrthoMCL	DDB_G0278479	DDB_G0278479	M.musculus:ENSMUSP00000009679
InParanoid	DDB_G0278479	DDB_G0278479	M.musculus:ENSMUSP00000009679
InParanoid	DDB_G0278845	DDB_G0278845	M.musculus:ENSMUSP00000103162
OrthoMCL	DDB_G0278349	tra2	M.musculus:ENSMUSP00000023564 | M.musculus:ENSMUSP00000031841
InParanoid	DDB_G0278349	tra2	M.musculus:ENSMUSP00000023564
OrthoMCL	DDB_G0276519	mus81	M.musculus:ENSMUSP00000025841
InParanoid	DDB_G0276519	mus81	M.musculus:ENSMUSP00000025841
OrthoMCL	DDB_G0276233	cct8	M.musculus:ENSMUSP00000026704
InParanoid	DDB_G0276233	cct8	M.musculus:ENSMUSP00000026704
OrthoMCL	DDB_G0277273	phg1b	M.musculus:ENSMUSP00000112893
InParanoid	DDB_G0277273	phg1b	M.musculus:ENSMUSP00000112893
OrthoMCL	DDB_G0278727	pikA	M.musculus:ENSMUSP00000035037 | M.musculus:ENSMUSP00000101315 | M.musculus:ENSMUSP00000103878 | M.musculus:ENSMUSP00000020890
InParanoid	DDB_G0278727	pikA	M.musculus:ENSMUSP00000035037
OrthoMCL	DDB_G0278253	DDB_G0278253	M.musculus:ENSMUSP00000027071
OrthoMCL	DDB_G0278257	DDB_G0278257	M.musculus:ENSMUSP00000061345
InParanoid	DDB_G0278257	DDB_G0278257	M.musculus:ENSMUSP00000061345
OrthoMCL	DDB_G0277257	DDB_G0277257	M.musculus:ENSMUSP00000025421
InParanoid	DDB_G0277257	DDB_G0277257	M.musculus:ENSMUSP00000025421
OrthoMCL	DDB_G0278635	DDB_G0278635	M.musculus:ENSMUSP00000094031
OrthoMCL	DDB_G0279053	DDB_G0279053	M.musculus:ENSMUSP00000084180
InParanoid	DDB_G0279053	DDB_G0279053	M.musculus:ENSMUSP00000084180
OrthoMCL	DDB_G0278749	DDB_G0278749	M.musculus:ENSMUSP00000063883
InParanoid	DDB_G0276855	DDB_G0276855	M.musculus:ENSMUSP00000057482
OrthoMCL	DDB_G0276993	nat5	M.musculus:ENSMUSP00000002805
OrthoMCL	DDB_G0280061	sybA	M.musculus:ENSMUSP00000112611 | M.musculus:ENSMUSP00000107199 | M.musculus:ENSMUSP00000030797 | M.musculus:ENSMUSP00000063466 | M.musculus:ENSMUSP00000059501
InParanoid	DDB_G0280061	sybA	M.musculus:ENSMUSP00000030797
OrthoMCL	DDB_G0278425	DDB_G0278425	M.musculus:ENSMUSP00000095538 | M.musculus:ENSMUSP00000078588
OrthoMCL	DDB_G0279917	abcD1	M.musculus:ENSMUSP00000029770 | M.musculus:ENSMUSP00000002084 | M.musculus:ENSMUSP00000068940 | M.musculus:ENSMUSP00000021666
OrthoMCL	DDB_G0283053	fntA	M.musculus:ENSMUSP00000016138
InParanoid	DDB_G0283053	fntA	M.musculus:ENSMUSP00000016138
OrthoMCL	DDB_G0280267	allC	M.musculus:ENSMUSP00000106542
InParanoid	DDB_G0280267	allC	M.musculus:ENSMUSP00000106542
OrthoMCL	DDB_G0279189	rpl11	M.musculus:ENSMUSP00000078001 | M.musculus:ENSMUSP00000081663 | M.musculus:ENSMUSP00000078670
InParanoid	DDB_G0279189	rpl11	M.musculus:ENSMUSP00000078001
OrthoMCL	DDB_G0279925	mlkA	M.musculus:ENSMUSP00000032409 | M.musculus:ENSMUSP00000019133 | M.musculus:ENSMUSP00000025519 | M.musculus:ENSMUSP00000071720 | M.musculus:ENSMUSP00000102012 | M.musculus:ENSMUSP00000110117 | M.musculus:ENSMUSP00000037028 | M.musculus:ENSMUSP00000046539 | M.musculus:ENSMUSP00000016323
InParanoid	DDB_G0279925	mlkA	M.musculus:ENSMUSP00000037028
OrthoMCL	DDB_G0280463	DDB_G0280463	M.musculus:ENSMUSP00000028796
OrthoMCL	DDB_G0281179	clkA	M.musculus:ENSMUSP00000113861 | M.musculus:ENSMUSP00000034868 | M.musculus:ENSMUSP00000090820 | M.musculus:ENSMUSP00000067341
InParanoid	DDB_G0281179	clkA	M.musculus:ENSMUSP00000113861
OrthoMCL	DDB_G0282163	DDB_G0282163	M.musculus:ENSMUSP00000020284
OrthoMCL	DDB_G0280127	map1d	M.musculus:ENSMUSP00000029804 | M.musculus:ENSMUSP00000048190
InParanoid	DDB_G0280127	map1d	M.musculus:ENSMUSP00000048190
OrthoMCL	DDB_G0280135	DDB_G0280135	M.musculus:ENSMUSP00000048222
InParanoid	DDB_G0280135	DDB_G0280135	M.musculus:ENSMUSP00000048222
OrthoMCL	DDB_G0279343	aurK	M.musculus:ENSMUSP00000028997 | M.musculus:ENSMUSP00000104306 | M.musculus:ENSMUSP00000083421 | M.musculus:ENSMUSP00000083426 | M.musculus:ENSMUSP00000083437 | M.musculus:ENSMUSP00000083439
InParanoid	DDB_G0279343	aurK	M.musculus:ENSMUSP00000028997
OrthoMCL	DDB_G0279357	DDB_G0279357	M.musculus:ENSMUSP00000108806
InParanoid	DDB_G0279357	DDB_G0279357	M.musculus:ENSMUSP00000108806
OrthoMCL	DDB_G0279371	utp14	M.musculus:ENSMUSP00000052149 | M.musculus:ENSMUSP00000079538
InParanoid	DDB_G0279371	utp14	M.musculus:ENSMUSP00000079538
OrthoMCL	DDB_G0280179	elmoB	M.musculus:ENSMUSP00000046191 | M.musculus:ENSMUSP00000052287
InParanoid	DDB_G0280179	elmoB	M.musculus:ENSMUSP00000046191
OrthoMCL	DDB_G0276795	ctbsB	M.musculus:ENSMUSP00000059167
OrthoMCL	DDB_G0276803	prp19	M.musculus:ENSMUSP00000025642
InParanoid	DDB_G0276803	prp19	M.musculus:ENSMUSP00000025642
OrthoMCL	DDB_G0278709	DDB_G0278709	M.musculus:ENSMUSP00000032809 | M.musculus:ENSMUSP00000025811
InParanoid	DDB_G0278709	DDB_G0278709	M.musculus:ENSMUSP00000025811
OrthoMCL	DDB_G0278711	nedd8	M.musculus:ENSMUSP00000010520
InParanoid	DDB_G0278711	nedd8	M.musculus:ENSMUSP00000010520
OrthoMCL	DDB_G0280479	arrE	M.musculus:ENSMUSP00000079905 | M.musculus:ENSMUSP00000020717 | M.musculus:ENSMUSP00000107937 | M.musculus:ENSMUSP00000051814 | M.musculus:ENSMUSP00000050689
OrthoMCL	DDB_G0278505	DDB_G0278505	M.musculus:ENSMUSP00000035196
InParanoid	DDB_G0278505	DDB_G0278505	M.musculus:ENSMUSP00000035196
OrthoMCL	DDB_G0279405	DDB_G0279405	M.musculus:ENSMUSP00000048135 | M.musculus:ENSMUSP00000090613
InParanoid	DDB_G0279405	DDB_G0279405	M.musculus:ENSMUSP00000090613
OrthoMCL	DDB_G0278111	DDB_G0278111	M.musculus:ENSMUSP00000113013
OrthoMCL	DDB_G0280345	sgtA	M.musculus:ENSMUSP00000005067 | M.musculus:ENSMUSP00000041307
InParanoid	DDB_G0280345	sgtA	M.musculus:ENSMUSP00000005067
OrthoMCL	DDB_G0276997	DDB_G0276997	M.musculus:ENSMUSP00000086589 | M.musculus:ENSMUSP00000081260 | M.musculus:ENSMUSP00000086325
InParanoid	DDB_G0276997	DDB_G0276997	M.musculus:ENSMUSP00000081260 | M.musculus:ENSMUSP00000086589
OrthoMCL	DDB_G0280969	psmA4	M.musculus:ENSMUSP00000034848
InParanoid	DDB_G0280969	psmA4	M.musculus:ENSMUSP00000034848
OrthoMCL	DDB_G0280411	DDB_G0280411	M.musculus:ENSMUSP00000037361
InParanoid	DDB_G0280411	DDB_G0280411	M.musculus:ENSMUSP00000037361
OrthoMCL	DDB_G0280091	DDB_G0280091	M.musculus:ENSMUSP00000100058 | M.musculus:ENSMUSP00000096111
InParanoid	DDB_G0280091	DDB_G0280091	M.musculus:ENSMUSP00000100058
OrthoMCL	DDB_G0277009	DDB_G0277009	M.musculus:ENSMUSP00000029915
OrthoMCL	DDB_G0277589	gtaC	M.musculus:ENSMUSP00000100041
OrthoMCL	DDB_G0281259	DDB_G0281259	M.musculus:ENSMUSP00000033163
InParanoid	DDB_G0281259	DDB_G0281259	M.musculus:ENSMUSP00000033163
OrthoMCL	DDB_G0277143	gpbA	M.musculus:ENSMUSP00000030940 | M.musculus:ENSMUSP00000103869 | M.musculus:ENSMUSP00000106656
InParanoid	DDB_G0277143	gpbA	M.musculus:ENSMUSP00000030940
OrthoMCL	DDB_G0279453	DDB_G0279453	M.musculus:ENSMUSP00000043918
OrthoMCL	DDB_G0277977	xab2	M.musculus:ENSMUSP00000019614
InParanoid	DDB_G0277977	xab2	M.musculus:ENSMUSP00000019614
OrthoMCL	DDB_G0277983	tbcB	M.musculus:ENSMUSP00000006254
InParanoid	DDB_G0277983	tbcB	M.musculus:ENSMUSP00000006254
OrthoMCL	DDB_G0278275	rpe	M.musculus:ENSMUSP00000109628
InParanoid	DDB_G0278275	rpe	M.musculus:ENSMUSP00000109628
OrthoMCL	DDB_G0278873	gnpda1	M.musculus:ENSMUSP00000031117 | M.musculus:ENSMUSP00000069081
InParanoid	DDB_G0278873	gnpda1	M.musculus:ENSMUSP00000069081
OrthoMCL	DDB_G0279419	nfyB	M.musculus:ENSMUSP00000100946
OrthoMCL	DDB_G0277157	nubp2	M.musculus:ENSMUSP00000049319 | M.musculus:ENSMUSP00000023146 | M.musculus:ENSMUSP00000044292
InParanoid	DDB_G0277157	nubp2	M.musculus:ENSMUSP00000049319
OrthoMCL	DDB_G0280535	sdhA	M.musculus:ENSMUSP00000022062
InParanoid	DDB_G0280535	sdhA	M.musculus:ENSMUSP00000022062
OrthoMCL	DDB_G0280285	DDB_G0280285	M.musculus:ENSMUSP00000038418
OrthoMCL	DDB_G0282181	nvl	M.musculus:ENSMUSP00000027797
InParanoid	DDB_G0282181	nvl	M.musculus:ENSMUSP00000027797
OrthoMCL	DDB_G0284053	DDB_G0284053	M.musculus:ENSMUSP00000078580
InParanoid	DDB_G0284053	DDB_G0284053	M.musculus:ENSMUSP00000078580
OrthoMCL	DDB_G0283849	DDB_G0283849	M.musculus:ENSMUSP00000099830
InParanoid	DDB_G0283849	DDB_G0283849	M.musculus:ENSMUSP00000099830
OrthoMCL	DDB_G0282339	rpa5	M.musculus:ENSMUSP00000084252
InParanoid	DDB_G0282339	rpa5	M.musculus:ENSMUSP00000084252
OrthoMCL	DDB_G0283333	ucpB	M.musculus:ENSMUSP00000022580 | M.musculus:ENSMUSP00000110588
InParanoid	DDB_G0283333	ucpB	M.musculus:ENSMUSP00000022580
OrthoMCL	DDB_G0283445	DDB_G0283445	M.musculus:ENSMUSP00000023387
OrthoMCL	DDB_G0280229	rpl24	M.musculus:ENSMUSP00000110094
InParanoid	DDB_G0280229	rpl24	M.musculus:ENSMUSP00000110094
InParanoid	DDB_G0282375	amiB	M.musculus:ENSMUSP00000044268
OrthoMCL	DDB_G0280775	rvb2	M.musculus:ENSMUSP00000033087
InParanoid	DDB_G0280775	rvb2	M.musculus:ENSMUSP00000033087
OrthoMCL	DDB_G0282283	cyp515B1	M.musculus:ENSMUSP00000015368 | M.musculus:ENSMUSP00000030299 | M.musculus:ENSMUSP00000030303 | M.musculus:ENSMUSP00000030305 | M.musculus:ENSMUSP00000050464 | M.musculus:ENSMUSP00000006094 | M.musculus:ENSMUSP00000014525 | M.musculus:ENSMUSP00000023083 | M.musculus:ENSMUSP00000071064 | M.musculus:ENSMUSP00000072555 | M.musculus:ENSMUSP00000086528 | M.musculus:ENSMUSP00000086530 | M.musculus:ENSMUSP00000105141 | M.musculus:ENSMUSP00000034860 | M.musculus:ENSMUSP00000034865 | M.musculus:ENSMUSP00000005477 | M.musculus:ENSMUSP00000005669 | M.musculus:ENSMUSP00000076578 | M.musculus:ENSMUSP00000077021 | M.musculus:ENSMUSP00000080846 | M.musculus:ENSMUSP00000024894 | M.musculus:ENSMUSP00000003137 | M.musculus:ENSMUSP00000025966 | M.musculus:ENSMUSP00000025968 | M.musculus:ENSMUSP00000025969 | M.musculus:ENSMUSP00000044722 | M.musculus:ENSMUSP00000045362 | M.musculus:ENSMUSP00000048284 | M.musculus:ENSMUSP00000065796 | M.musculus:ENSMUSP00000079065 | M.musculus:ENSMUSP00000084487 | M.musculus:ENSMUSP00000084489 | M.musculus:ENSMUSP00000097071 | M.musculus:ENSMUSP00000026211 | M.musculus:ENSMUSP00000060584 | M.musculus:ENSMUSP00000101944
OrthoMCL	DDB_G0282853	DDB_G0282853	M.musculus:ENSMUSP00000079661 | M.musculus:ENSMUSP00000111644
InParanoid	DDB_G0282853	DDB_G0282853	M.musculus:ENSMUSP00000079661
OrthoMCL	DDB_G0282379	rpl28	M.musculus:ENSMUSP00000032597 | M.musculus:ENSMUSP00000076818
InParanoid	DDB_G0282379	rpl28	M.musculus:ENSMUSP00000076818 | M.musculus:ENSMUSP00000032597
OrthoMCL	DDB_G0277397	DG1122	M.musculus:ENSMUSP00000103518
InParanoid	DDB_G0277397	DG1122	M.musculus:ENSMUSP00000103518
OrthoMCL	DDB_G0277401	vatB	M.musculus:ENSMUSP00000006431 | M.musculus:ENSMUSP00000006435
InParanoid	DDB_G0277401	vatB	M.musculus:ENSMUSP00000006435
OrthoMCL	DDB_G0277951	DDB_G0277951	M.musculus:ENSMUSP00000030428
InParanoid	DDB_G0277951	DDB_G0277951	M.musculus:ENSMUSP00000030428
OrthoMCL	DDB_G0283899	mgp4	M.musculus:ENSMUSP00000036697
InParanoid	DDB_G0283899	mgp4	M.musculus:ENSMUSP00000085712 | M.musculus:ENSMUSP00000080389
OrthoMCL	DDB_G0281641	polD2	M.musculus:ENSMUSP00000099986
InParanoid	DDB_G0281641	polD2	M.musculus:ENSMUSP00000099986
OrthoMCL	DDB_G0286183	agps	M.musculus:ENSMUSP00000041967
InParanoid	DDB_G0286183	agps	M.musculus:ENSMUSP00000041967
OrthoMCL	DDB_G0286185	gpaE	M.musculus:ENSMUSP00000034199 | M.musculus:ENSMUSP00000000001 | M.musculus:ENSMUSP00000057543 | M.musculus:ENSMUSP00000074259 | M.musculus:ENSMUSP00000030561 | M.musculus:ENSMUSP00000053818
